time_ms,roll_approx_deg,roll_err_deg,roll_cmd_dps,pitch_approx_deg,pitch_err_deg,pitch_cmd_dps,roll_mot_speed,roll_mot_angle,pitch_mot_speed,pitch_mot_angle
38194.0,-0.126,-0.188,-4.929,-2.959,-4.415,-3.451,0.0,-91.0,0.0,-443.0
38214.0,-0.063,-0.094,-7.389,-2.938,-4.383,-3.381,0.0,-91.0,-5.0,-443.0
38234.0,0.014,0.021,-8.038,-2.917,-4.351,-3.334,0.0,-91.0,0.0,-443.0
38254.0,0.105,0.157,-12.995,-2.896,-4.32,-3.298,0.0,-91.0,0.0,-443.0
38274.0,0.217,0.323,-16.96,-2.868,-4.278,-3.238,0.0,-91.0,0.0,-443.0
38294.0,0.329,0.49,-19.583,-2.812,-4.194,-3.042,0.0,-91.0,-16.0,-444.0
38313.0,0.441,0.657,-22.105,-2.749,-4.1,-2.864,-5.0,-92.0,-5.0,-444.0
38334.0,0.518,0.772,-19.827,-2.644,-3.943,-2.56,0.0,-92.0,-16.0,-444.0
38354.0,0.581,0.866,-18.599,-2.49,-3.713,-2.074,-10.0,-92.0,0.0,-444.0
38374.0,0.629,0.939,-16.773,-2.301,-3.431,-1.591,-10.0,-92.0,0.0,-444.0
38394.0,0.629,0.938,-11.961,-2.119,-3.159,-1.269,-5.0,-92.0,0.0,-444.0
38414.0,0.65,0.97,-11.732,-1.965,-2.929,-1.15,0.0,-92.0,0.0,-444.0
38434.0,0.664,0.99,-10.95,-1.86,-2.773,-1.243,-10.0,-92.0,0.0,-444.0
38454.0,0.643,0.959,-7.576,-1.804,-2.689,-1.47,0.0,-93.0,0.0,-444.0
38474.0,0.643,0.959,-7.737,-1.756,-2.616,-1.568,0.0,-93.0,0.0,-444.0
38493.0,0.65,0.969,-8.336,-1.693,-2.522,-1.499,0.0,-93.0,-5.0,-444.0
38514.0,0.65,0.969,-8.151,-1.63,-2.428,-1.452,0.0,-93.0,0.0,-444.0
38534.0,0.643,0.959,-7.351,-1.546,-2.303,-1.273,-5.0,-93.0,0.0,-444.0
38554.0,0.622,0.927,-5.685,-1.434,-2.136,-1.004,-10.0,-93.0,0.0,-444.0
38574.0,0.601,0.896,-4.741,-1.308,-1.948,-0.734,-10.0,-93.0,0.0,-444.0
38594.0,0.608,0.906,-6.802,-1.189,-1.771,-0.556,-10.0,-93.0,0.0,-444.0
38614.0,0.594,0.885,-5.919,-1.098,-1.635,-0.546,-10.0,-93.0,0.0,-444.0
38633.0,0.56,0.833,-3.514,-1.0,-1.489,-0.421,-5.0,-94.0,0.0,-444.0
38654.0,0.546,0.812,-4.053,-0.881,-1.312,-0.232,0.0,-94.0,0.0,-444.0
38673.0,0.532,0.791,-4.125,-0.762,-1.135,-0.033,-16.0,-94.0,0.0,-444.0
38694.0,0.49,0.729,-1.805,-0.664,-0.989,-0.005,0.0,-94.0,0.0,-444.0
38714.0,0.448,0.666,-0.295,-0.574,-0.854,0.043,0.0,-94.0,0.0,-444.0
38734.0,0.434,0.646,-1.947,-0.518,-0.771,-0.058,0.0,-94.0,0.0,-444.0
38754.0,0.413,0.614,-1.777,-0.511,-0.76,-0.312,0.0,-94.0,0.0,-444.0
38774.0,0.364,0.542,0.702,-0.504,-0.75,-0.424,0.0,-94.0,0.0,-444.0
38794.0,0.308,0.458,3.109,-0.497,-0.739,-0.474,0.0,-94.0,0.0,-444.0
38813.0,0.273,0.406,2.644,-0.49,-0.729,-0.504,0.0,-94.0,0.0,-444.0
38834.0,0.217,0.323,4.267,-0.476,-0.708,-0.476,0.0,-94.0,0.0,-444.0
38854.0,0.154,0.229,6.082,-0.455,-0.677,-0.422,0.0,-94.0,0.0,-444.0
38874.0,0.098,0.146,6.833,-0.448,-0.667,-0.453,0.0,-94.0,0.0,-444.0
38894.0,0.042,0.062,7.353,-0.441,-0.656,-0.455,0.0,-94.0,0.0,-444.0
38914.0,0.014,0.021,7.47,-0.448,-0.667,-0.53,0.0,-94.0,0.0,-444.0
38934.0,-0.056,-0.083,8.746,-0.476,-0.708,-0.671,0.0,-94.0,0.0,-444.0
38954.0,-0.119,-0.177,9.939,-0.532,-0.792,-0.898,0.0,-94.0,0.0,-444.0
38974.0,-0.168,-0.25,9.868,-0.594,-0.886,-1.083,5.0,-94.0,0.0,-444.0
38993.0,-0.252,-0.375,13.533,-0.664,-0.991,-1.272,0.0,-94.0,0.0,-444.0
39014.0,-0.322,-0.48,14.0,-0.748,-1.116,-1.448,16.0,-94.0,0.0,-444.0
39034.0,-0.392,-0.584,14.86,-0.853,-1.273,-1.695,0.0,-94.0,0.0,-444.0
39054.0,-0.462,-0.689,15.715,-0.979,-1.461,-1.981,5.0,-94.0,0.0,-444.0
39074.0,-0.532,-0.794,16.568,-1.133,-1.692,-2.339,5.0,-94.0,0.0,-444.0
39094.0,-0.594,-0.888,16.716,-1.329,-1.985,-2.829,0.0,-93.0,0.0,-444.0
39118.0,-0.657,-0.983,16.464,-1.588,-2.374,-3.331,21.0,-93.0,-5.0,-444.0
39137.0,-0.706,-1.057,16.439,-1.888,-2.825,-4.209,21.0,-93.0,-5.0,-444.0
39155.0,-0.748,-1.121,16.364,-2.245,-3.362,-5.179,10.0,-92.0,0.0,-444.0
39173.0,-0.804,-1.205,17.742,-2.665,-3.993,-6.204,21.0,-92.0,0.0,-444.0
39194.0,-0.818,-1.227,14.518,-3.084,-4.626,-6.728,10.0,-92.0,-5.0,-444.0
39214.0,-0.846,-1.27,14.718,-3.427,-5.143,-6.903,16.0,-92.0,0.0,-444.0
39234.0,-0.902,-1.355,17.472,-3.679,-5.524,-6.748,10.0,-91.0,0.0,-444.0
39254.0,-0.958,-1.44,18.953,-3.868,-5.811,-6.515,0.0,-91.0,-10.0,-444.0
39274.0,-0.993,-1.493,18.103,-4.057,-6.098,-6.53,5.0,-91.0,-5.0,-445.0
39294.0,-1.021,-1.536,17.577,-4.301,-6.47,-6.957,10.0,-91.0,0.0,-445.0
39313.0,-1.112,-1.674,23.5,-4.644,-6.991,-7.924,21.0,-91.0,0.0,-445.0
39334.0,-1.189,-1.791,24.819,-5.078,-7.649,-8.902,16.0,-90.0,-5.0,-445.0
39354.0,-1.273,-1.919,26.727,-5.56,-8.383,-9.946,21.0,-90.0,0.0,-445.0
39374.0,-1.322,-1.995,25.18,-6.057,-9.139,-10.822,21.0,-89.0,0.0,-445.0
39394.0,-1.343,-2.028,22.25,-6.588,-9.95,-11.737,21.0,-89.0,-5.0,-445.0
39414.0,-1.273,-1.924,12.735,-7.106,-10.739,-12.454,10.0,-88.0,-16.0,-445.0
39434.0,-1.203,-1.819,7.96,-7.631,-11.54,-13.15,16.0,-88.0,-21.0,-446.0
39453.0,-1.119,-1.693,3.121,-8.071,-12.214,-13.476,0.0,-88.0,-16.0,-446.0
39474.0,-0.93,-1.408,-8.516,-8.295,-12.558,-12.659,0.0,-88.0,-27.0,-447.0
39493.0,-0.615,-0.932,-27.953,-8.302,-12.569,-11.34,0.0,-88.0,-27.0,-447.0
39514.0,-0.329,-0.498,-34.661,-8.218,-12.44,-10.265,0.0,-88.0,-21.0,-447.0
39534.0,-0.119,-0.18,-33.786,-8.12,-12.29,-9.593,-5.0,-88.0,-21.0,-448.0
39554.0,0.063,0.095,-31.388,-7.994,-12.097,-9.058,-16.0,-88.0,-16.0,-448.0
39574.0,0.224,0.339,-29.93,-7.826,-11.839,-8.5,-5.0,-89.0,-5.0,-448.0
39594.0,0.315,0.476,-23.958,-7.617,-11.517,-7.907,-27.0,-89.0,0.0,-449.0
39614.0,0.308,0.465,-12.469,-7.351,-11.108,-7.195,-27.0,-89.0,0.0,-449.0
39633.0,0.133,0.201,9.028,-7.029,-10.615,-6.312,-16.0,-90.0,0.0,-448.0
39654.0,-0.049,-0.074,19.186,-6.7,-10.112,-5.804,0.0,-90.0,0.0,-448.0
39673.0,-0.224,-0.338,25.653,-6.546,-9.874,-6.195,10.0,-90.0,0.0,-448.0
39694.0,-0.35,-0.527,24.678,-6.721,-10.132,-7.968,21.0,-90.0,-5.0,-449.0
39714.0,-0.49,-0.738,26.569,-7.106,-10.706,-9.976,10.0,-89.0,0.0,-449.0
39734.0,-0.608,-0.916,26.392,-7.47,-11.25,-11.069,10.0,-89.0,0.0,-449.0
39754.0,-0.706,-1.064,25.149,-7.819,-11.778,-11.776,16.0,-89.0,-5.0,-449.0
39774.0,-0.776,-1.17,22.648,-8.183,-12.334,-12.448,21.0,-89.0,0.0,-449.0
39794.0,-0.783,-1.182,16.366,-8.589,-12.955,-13.223,21.0,-88.0,-10.0,-449.0
39813.0,-0.804,-1.214,14.653,-9.029,-13.63,-14.131,16.0,-88.0,-5.0,-449.0
39834.0,-0.762,-1.152,8.017,-9.4,-14.199,-14.31,10.0,-88.0,-10.0,-449.0
39854.0,-0.622,-0.941,-4.084,-9.603,-14.514,-13.834,0.0,-88.0,-5.0,-449.0
39874.0,-0.518,-0.783,-7.486,-9.68,-14.636,-13.087,-5.0,-88.0,-21.0,-450.0
39894.0,-0.427,-0.645,-8.748,-9.666,-14.622,-12.325,0.0,-88.0,-21.0,-450.0
39914.0,-0.189,-0.286,-23.715,-9.631,-14.575,-11.852,-5.0,-88.0,-21.0,-451.0
39934.0,0.224,0.339,-47.351,-9.624,-14.569,-11.737,0.0,-88.0,-21.0,-451.0
39953.0,0.546,0.826,-54.256,-9.61,-14.551,-11.606,-21.0,-88.0,-21.0,-451.0
39974.0,0.692,1.049,-42.638,-9.463,-14.332,-10.883,-21.0,-88.0,-16.0,-452.0
39993.0,0.93,1.409,-48.247,-9.085,-13.763,-9.125,-32.0,-89.0,-27.0,-452.0
40014.0,1.189,1.801,-52.73,-8.505,-12.886,-7.097,-43.0,-90.0,-10.0,-453.0
40034.0,1.504,2.278,-61.323,-7.742,-11.731,-4.833,-54.0,-91.0,0.0,-453.0
40054.0,1.714,2.596,-57.622,-6.833,-10.353,-2.52,-54.0,-92.0,0.0,-453.0
40074.0,1.707,2.586,-37.442,-5.854,-8.87,-0.46,-60.0,-93.0,0.0,-453.0
40094.0,1.588,2.406,-18.287,-4.812,-7.292,1.438,-49.0,-94.0,0.0,-453.0
40114.0,1.476,2.237,-8.894,-3.882,-5.883,2.415,-27.0,-95.0,5.0,-453.0
40133.0,1.385,2.099,-4.892,-3.238,-4.909,2.131,-16.0,-95.0,0.0,-453.0
40154.0,1.294,1.962,-3.336,-3.021,-4.581,0.021,5.0,-95.0,0.0,-453.0
40174.0,1.231,1.867,-4.426,-3.168,-4.805,-2.651,5.0,-95.0,0.0,-453.0
40194.0,1.224,1.857,-9.393,-3.42,-5.188,-4.533,0.0,-95.0,0.0,-453.0
40214.0,1.196,1.815,-9.626,-3.553,-5.391,-4.985,0.0,-95.0,0.0,-453.0
40234.0,1.112,1.688,-4.753,-3.511,-5.329,-4.416,0.0,-95.0,-5.0,-453.0
40254.0,1.035,1.572,-2.581,-3.476,-5.278,-4.193,0.0,-95.0,0.0,-453.0
40274.0,1.007,1.53,-5.519,-3.532,-5.366,-4.52,0.0,-95.0,0.0,-453.0
40294.0,0.965,1.467,-5.15,-3.623,-5.506,-4.87,0.0,-95.0,0.0,-453.0
40313.0,0.867,1.319,0.615,-3.665,-5.572,-4.865,0.0,-95.0,-5.0,-453.0
40334.0,0.776,1.181,2.775,-3.707,-5.639,-4.886,0.0,-95.0,0.0,-453.0
40354.0,0.776,1.182,-3.994,-3.77,-5.738,-5.02,0.0,-95.0,0.0,-453.0
40374.0,0.762,1.161,-4.737,-3.833,-5.836,-5.13,0.0,-95.0,-10.0,-453.0
40394.0,0.65,0.991,2.851,-3.875,-5.902,-5.116,0.0,-95.0,0.0,-453.0
40414.0,0.601,0.917,1.317,-3.931,-5.99,-5.21,0.0,-95.0,-5.0,-454.0
40434.0,0.671,1.024,-9.921,-3.987,-6.078,-5.283,0.0,-95.0,-10.0,-454.0
40453.0,0.748,1.142,-16.38,-4.036,-6.156,-5.335,-5.0,-95.0,-16.0,-454.0
40474.0,0.832,1.27,-20.389,-4.036,-6.159,-5.112,-5.0,-95.0,-10.0,-454.0
40493.0,0.944,1.442,-25.986,-3.938,-6.012,-4.488,-5.0,-95.0,-16.0,-454.0
40514.0,1.056,1.613,-28.534,-3.791,-5.79,-3.923,-5.0,-95.0,-16.0,-455.0
40534.0,1.133,1.731,-27.371,-3.539,-5.407,-2.982,-27.0,-96.0,-16.0,-455.0
40554.0,1.168,1.785,-24.027,-3.161,-4.832,-1.668,-10.0,-96.0,0.0,-455.0
40574.0,1.196,1.828,-21.556,-2.7,-4.127,-0.42,-27.0,-97.0,0.0,-455.0
40594.0,1.182,1.807,-16.722,-2.231,-3.411,0.504,-21.0,-97.0,0.0,-455.0
40614.0,1.119,1.711,-9.752,-1.811,-2.77,1.003,-21.0,-98.0,5.0,-455.0
40633.0,1.0,1.53,-0.363,-1.378,-2.107,1.787,-27.0,-98.0,0.0,-455.0
40654.0,0.93,1.423,-0.694,-0.867,-1.326,2.586,-27.0,-99.0,0.0,-455.0
40674.0,0.881,1.348,-1.974,-0.371,-0.567,3.256,-10.0,-99.0,0.0,-455.0
40694.0,0.839,1.284,-2.736,-0.021,-0.032,3.266,0.0,-99.0,0.0,-455.0
40714.0,0.797,1.219,-3.126,0.147,0.225,2.338,0.0,-99.0,0.0,-455.0
40734.0,0.748,1.144,-1.968,0.161,0.246,1.28,5.0,-99.0,0.0,-455.0
40754.0,0.72,1.101,-3.246,0.133,0.203,0.584,0.0,-99.0,0.0,-455.0
40774.0,0.699,1.069,-4.238,0.14,0.214,0.419,0.0,-99.0,0.0,-455.0
40794.0,0.671,1.026,-4.252,0.161,0.246,0.405,0.0,-99.0,0.0,-455.0
40813.0,0.629,0.962,-2.418,0.161,0.246,0.285,0.0,-99.0,0.0,-455.0
40834.0,0.601,0.919,-2.816,0.126,0.192,0.06,0.0,-99.0,0.0,-455.0
40854.0,0.581,0.887,-3.487,0.098,0.15,-0.026,0.0,-99.0,0.0,-455.0
40874.0,0.553,0.844,-2.96,0.084,0.128,-0.023,0.0,-99.0,0.0,-455.0
40894.0,0.511,0.78,-1.075,0.07,0.107,-0.031,-5.0,-99.0,0.0,-455.0
40914.0,0.469,0.716,-0.083,0.07,0.107,0.029,0.0,-99.0,0.0,-455.0
40934.0,0.448,0.684,-1.324,0.07,0.107,0.058,0.0,-99.0,0.0,-455.0
40953.0,0.434,0.663,-2.526,0.049,0.075,-0.048,0.0,-99.0,0.0,-455.0
40974.0,0.413,0.631,-2.151,0.028,0.043,-0.265,0.0,-99.0,0.0,-455.0
40993.0,0.406,0.62,-2.897,0.014,0.021,-0.13,0.0,-99.0,0.0,-455.0
41014.0,0.392,0.598,-2.888,0.007,0.011,-0.064,0.0,-99.0,0.0,-455.0
41034.0,0.392,0.598,-4.017,0.014,0.021,-0.031,-10.0,-99.0,0.0,-455.0
41054.0,0.371,0.566,-2.583,0.028,0.043,-0.015,-10.0,-100.0,0.0,-455.0
41074.0,0.343,0.524,-1.213,0.056,0.085,0.269,-16.0,-100.0,0.0,-455.0
41094.0,0.35,0.534,-3.619,0.105,0.16,0.422,0.0,-100.0,0.0,-455.0
41114.0,0.329,0.502,-2.127,0.154,0.235,0.528,-16.0,-100.0,0.0,-455.0
41137.0,0.294,0.449,0.176,0.21,0.321,0.643,0.0,-100.0,0.0,-455.0
41155.0,0.266,0.406,0.856,0.301,0.459,0.956,-5.0,-100.0,0.0,-455.0
41174.0,0.245,0.374,0.728,0.378,0.577,1.063,0.0,-100.0,0.0,-455.0
41194.0,0.21,0.321,1.914,0.434,0.663,1.043,-10.0,-100.0,0.0,-455.0
41214.0,0.175,0.267,2.714,0.476,0.727,0.987,0.0,-100.0,0.0,-455.0
41234.0,0.133,0.203,3.86,0.49,0.748,0.842,0.0,-100.0,0.0,-455.0
41254.0,0.077,0.118,5.91,0.483,0.737,0.68,0.0,-100.0,0.0,-455.0
41274.0,0.042,0.064,5.501,0.483,0.737,0.634,0.0,-100.0,0.0,-455.0
41294.0,0.007,0.011,5.776,0.476,0.727,0.574,5.0,-100.0,0.0,-455.0
41313.0,-0.028,-0.043,2.666,0.434,0.663,0.352,0.0,-100.0,0.0,-455.0
41334.0,-0.056,-0.086,5.324,0.385,0.588,0.205,0.0,-100.0,0.0,-455.0
41354.0,-0.049,-0.075,2.067,0.378,0.577,0.309,0.0,-100.0,0.0,-455.0
41374.0,-0.077,-0.118,3.676,0.378,0.577,0.377,0.0,-100.0,0.0,-455.0
41394.0,-0.084,-0.128,2.651,0.343,0.524,0.236,0.0,-100.0,-5.0,-455.0
41414.0,-0.056,-0.085,-0.864,0.308,0.47,0.155,0.0,-100.0,0.0,-455.0
41434.0,-0.056,-0.085,-0.238,0.287,0.438,0.15,0.0,-100.0,0.0,-455.0
41453.0,-0.049,-0.075,-0.729,0.259,0.395,0.102,0.0,-100.0,0.0,-455.0
41474.0,-0.056,-0.085,0.745,0.259,0.395,0.223,0.0,-100.0,5.0,-455.0
41493.0,-0.077,-0.118,2.417,0.287,0.438,0.421,0.0,-100.0,0.0,-455.0
41514.0,-0.084,-0.128,1.995,0.28,0.427,0.344,0.0,-100.0,0.0,-455.0
41534.0,-0.084,-0.128,1.337,0.259,0.395,0.231,0.0,-100.0,0.0,-455.0
41554.0,-0.091,-0.139,1.742,0.238,0.363,0.172,0.0,-100.0,0.0,-455.0
41574.0,-0.098,-0.15,1.842,0.238,0.363,0.232,0.0,-100.0,0.0,-455.0
41594.0,-0.091,-0.139,0.623,0.245,0.374,0.303,0.0,-100.0,0.0,-455.0
41614.0,-0.112,-0.171,2.697,0.252,0.385,0.332,0.0,-100.0,0.0,-455.0
41633.0,-0.126,-0.192,3.189,0.266,0.406,0.395,0.0,-100.0,0.0,-455.0
41654.0,-0.154,-0.235,4.59,0.266,0.406,0.359,0.0,-100.0,0.0,-455.0
41674.0,-0.168,-0.256,4.307,0.252,0.385,0.27,0.0,-100.0,0.0,-455.0
41694.0,-0.175,-0.267,3.53,0.245,0.374,0.258,0.0,-100.0,0.0,-455.0
41714.0,-0.196,-0.299,4.579,0.259,0.395,0.35,5.0,-100.0,0.0,-455.0
41734.0,-0.217,-0.331,5.292,0.273,0.417,0.405,0.0,-100.0,0.0,-455.0
41754.0,-0.231,-0.353,5.037,0.266,0.406,0.331,0.0,-100.0,0.0,-455.0
41773.0,-0.245,-0.374,4.816,0.266,0.406,0.328,0.0,-100.0,0.0,-455.0
41794.0,-0.252,-0.385,4.26,0.259,0.395,0.288,0.0,-100.0,0.0,-455.0
41813.0,-0.259,-0.395,4.296,0.245,0.374,0.228,0.0,-100.0,0.0,-455.0
41834.0,-0.273,-0.417,4.896,0.231,0.353,0.202,10.0,-100.0,0.0,-455.0
41854.0,-0.294,-0.449,5.929,0.238,0.363,0.283,0.0,-100.0,0.0,-455.0
41874.0,-0.322,-0.492,7.085,0.245,0.374,0.325,5.0,-100.0,5.0,-455.0
41894.0,-0.343,-0.524,7.238,0.245,0.374,0.312,0.0,-100.0,0.0,-455.0
41914.0,-0.385,-0.588,9.093,0.217,0.331,0.159,0.0,-100.0,0.0,-455.0
41934.0,-0.378,-0.577,6.027,0.182,0.278,0.037,5.0,-100.0,0.0,-455.0
41953.0,-0.378,-0.577,5.413,0.154,0.235,-0.019,0.0,-100.0,0.0,-455.0
41974.0,-0.399,-0.609,6.719,0.133,0.203,-0.02,16.0,-100.0,0.0,-455.0
41994.0,-0.427,-0.652,8.142,0.105,0.16,-0.07,10.0,-100.0,0.0,-455.0
42014.0,-0.427,-0.651,6.489,0.098,0.15,-0.002,0.0,-99.0,0.0,-455.0
42034.0,-0.441,-0.673,6.941,0.091,0.139,0.019,0.0,-99.0,0.0,-455.0
42054.0,-0.448,-0.683,6.525,0.077,0.117,-0.006,0.0,-99.0,0.0,-455.0
42074.0,-0.476,-0.726,8.334,0.056,0.085,-0.064,0.0,-99.0,0.0,-455.0
42094.0,-0.532,-0.811,12.663,0.021,0.032,-0.304,5.0,-99.0,0.0,-455.0
42114.0,-0.594,-0.907,14.949,-0.007,-0.011,-0.149,5.0,-99.0,0.0,-455.0
42133.0,-0.594,-0.907,10.867,-0.07,-0.107,-0.514,21.0,-99.0,0.0,-455.0
42154.0,-0.56,-0.854,5.932,-0.189,-0.288,-0.882,5.0,-99.0,0.0,-455.0
42174.0,-0.594,-0.907,9.667,-0.308,-0.469,-1.152,21.0,-98.0,0.0,-455.0
42194.0,-0.629,-0.96,11.36,-0.364,-0.555,-1.036,10.0,-98.0,0.0,-455.0
42214.0,-0.636,-0.97,9.909,-0.392,-0.597,-0.875,0.0,-98.0,0.0,-455.0
42234.0,-0.643,-0.981,9.383,-0.427,-0.65,-0.855,16.0,-98.0,0.0,-455.0
42254.0,-0.685,-1.044,12.404,-0.49,-0.746,-1.01,10.0,-98.0,0.0,-455.0
42274.0,-0.727,-1.108,13.57,-0.581,-0.884,-1.277,10.0,-98.0,0.0,-455.0
42294.0,-0.706,-1.076,9.099,-0.755,-1.15,-1.883,27.0,-97.0,0.0,-455.0
42314.0,-0.643,-0.98,2.942,-1.07,-1.629,-3.02,27.0,-97.0,0.0,-455.0
42334.0,-0.65,-0.99,6.117,-1.525,-2.321,-4.454,27.0,-96.0,0.0,-455.0
42354.0,-0.692,-1.054,10.65,-2.0,-3.044,-5.542,16.0,-96.0,0.0,-455.0
42374.0,-0.72,-1.096,11.773,-2.322,-3.532,-5.567,10.0,-95.0,0.0,-455.0
42394.0,-0.699,-1.064,8.177,-2.476,-3.765,-4.933,10.0,-95.0,0.0,-455.0
42414.0,-0.664,-1.01,5.437,-2.525,-3.839,-4.182,5.0,-95.0,0.0,-455.0
42434.0,-0.685,-1.042,8.615,-2.525,-3.838,-3.602,0.0,-95.0,0.0,-455.0
42454.0,-0.706,-1.073,10.113,-2.483,-3.773,-3.105,10.0,-95.0,0.0,-455.0
42474.0,-0.713,-1.084,9.769,-2.441,-3.708,-2.845,0.0,-95.0,0.0,-455.0
42494.0,-0.72,-1.094,9.783,-2.441,-3.707,-2.913,10.0,-95.0,0.0,-455.0
42514.0,-0.755,-1.147,12.267,-2.483,-3.77,-3.153,0.0,-94.0,0.0,-455.0
42534.0,-0.783,-1.189,12.856,-2.56,-3.886,-3.475,16.0,-94.0,0.0,-455.0
42554.0,-0.776,-1.178,10.338,-2.651,-4.022,-3.745,10.0,-94.0,0.0,-455.0
42574.0,-0.762,-1.156,8.562,-2.742,-4.159,-3.929,16.0,-94.0,0.0,-455.0
42594.0,-0.783,-1.188,10.672,-2.791,-4.231,-3.862,5.0,-94.0,0.0,-455.0
42614.0,-0.783,-1.187,9.844,-2.805,-4.251,-3.684,0.0,-94.0,-5.0,-455.0
42696.0,-0.713,-1.081,6.381,-2.791,-4.228,-3.493,0.0,0.0,0.0,0.0
42792.0,0.091,0.137,-39.443,-3.084,-4.664,-4.608,16.0,-92.0,-16.0,-457.0
42810.0,0.448,0.676,-52.532,-3.224,-4.873,-4.87,0.0,-92.0,0.0,-457.0
42829.0,0.581,0.877,-40.467,-3.217,-4.861,-4.286,-16.0,-92.0,0.0,-457.0
42848.0,0.601,0.909,-25.358,-2.938,-4.437,-2.502,-21.0,-93.0,0.0,-457.0
42867.0,0.601,0.908,-16.247,-2.392,-3.613,-0.099,-27.0,-93.0,0.0,-457.0
42884.0,0.553,0.834,-6.54,-1.832,-2.767,1.681,-10.0,-93.0,0.0,-457.0
42907.0,0.455,0.686,10.803,-1.385,-2.091,3.688,0.0,0.0,0.0,0.0
42926.0,0.427,0.644,3.902,-1.077,-1.626,3.201,-10.0,-94.0,0.0,-457.0
42945.0,0.448,0.676,-3.744,-0.965,-1.457,1.722,0.0,-94.0,0.0,-457.0
42965.0,0.427,0.644,0.303,-0.944,-1.425,0.449,0.0,-94.0,0.0,-457.0
42985.0,0.357,0.538,10.11,-0.867,-1.309,0.524,0.0,-94.0,0.0,-457.0
43005.0,0.343,0.517,3.368,-0.734,-1.108,0.866,0.0,-94.0,0.0,-457.0
43023.0,0.378,0.57,-3.909,-0.622,-0.939,0.584,0.0,-94.0,0.0,-457.0
43043.0,0.364,0.548,-2.78,-0.546,-0.823,0.308,0.0,-94.0,5.0,-457.0
43063.0,0.301,0.453,2.051,-0.434,-0.654,0.436,0.0,-94.0,0.0,-457.0
43083.0,0.266,0.401,1.771,-0.301,-0.453,0.625,0.0,-94.0,0.0,-457.0
43103.0,0.28,0.421,-2.159,-0.21,-0.316,0.568,0.0,-94.0,0.0,-457.0
43123.0,0.266,0.4,-1.323,-0.133,-0.2,0.554,0.0,-94.0,0.0,-457.0
43148.0,0.238,0.358,-0.109,-0.028,-0.042,0.868,0.0,-94.0,0.0,-457.0
43165.0,0.196,0.295,3.01,0.105,0.158,1.069,0.0,-94.0,0.0,-457.0
43183.0,0.161,0.242,3.475,0.203,0.305,1.12,0.0,-94.0,0.0,-457.0
43203.0,0.161,0.242,0.59,0.266,0.4,1.02,0.0,-94.0,0.0,-457.0
43224.0,0.14,0.21,0.864,0.357,0.537,1.114,0.0,-94.0,0.0,-457.0
43243.0,0.105,0.158,2.644,0.455,0.684,1.299,0.0,-94.0,0.0,-457.0
43263.0,0.091,0.137,1.497,0.553,0.831,1.419,0.0,-94.0,0.0,-457.0
43283.0,0.056,0.084,3.677,0.657,0.989,1.581,0.0,-94.0,0.0,-457.0
43303.0,0.028,0.042,6.715,0.741,1.115,1.61,0.0,-94.0,0.0,-457.0
43323.0,0.035,0.053,0.734,0.804,1.209,1.559,0.0,-94.0,0.0,-457.0
43343.0,0.007,0.011,2.278,0.881,1.325,1.657,0.0,-94.0,0.0,-457.0
43363.0,-0.049,-0.074,7.096,0.944,1.419,1.677,0.0,-94.0,0.0,-457.0
43383.0,-0.063,-0.095,4.553,1.021,1.535,1.821,0.0,-94.0,0.0,-457.0
43403.0,-0.042,-0.063,0.292,1.105,1.66,1.965,0.0,-94.0,0.0,-457.0
43423.0,-0.056,-0.084,2.017,1.161,1.744,1.917,5.0,-94.0,0.0,-457.0
43443.0,-0.105,-0.158,5.797,1.224,1.839,1.981,0.0,-94.0,0.0,-457.0
43463.0,-0.154,-0.231,7.788,1.315,1.975,2.182,0.0,-94.0,0.0,-457.0
43483.0,-0.175,-0.263,6.385,1.385,2.08,2.219,5.0,-94.0,0.0,-457.0
43503.0,-0.161,-0.242,2.644,1.427,2.143,2.137,0.0,-93.0,0.0,-457.0
43523.0,-0.154,-0.231,1.369,1.469,2.205,2.136,5.0,-93.0,0.0,-457.0
43543.0,-0.189,-0.284,5.108,1.504,2.258,2.133,0.0,-93.0,0.0,-457.0
43563.0,-0.252,-0.378,9.093,1.581,2.373,2.368,0.0,-93.0,0.0,-457.0
43583.0,-0.273,-0.409,7.645,1.672,2.509,2.623,10.0,-93.0,0.0,-457.0
43603.0,-0.259,-0.388,4.023,1.728,2.593,2.581,10.0,-93.0,0.0,-457.0
43623.0,-0.28,-0.42,6.044,1.749,2.624,2.423,10.0,-93.0,0.0,-457.0
43643.0,-0.322,-0.483,8.454,1.742,2.614,2.218,0.0,-93.0,0.0,-457.0
43663.0,-0.35,-0.525,8.632,1.714,2.572,1.982,10.0,-93.0,0.0,-457.0
43683.0,-0.357,-0.535,6.771,1.644,2.466,1.668,5.0,-93.0,5.0,-457.0
43703.0,-0.364,-0.546,6.161,1.567,2.351,1.421,0.0,-92.0,0.0,-456.0
43723.0,-0.413,-0.619,9.958,1.462,2.193,1.085,10.0,-92.0,0.0,-456.0
43743.0,-0.469,-0.703,12.353,1.385,2.078,1.038,5.0,-92.0,0.0,-456.0
43763.0,-0.469,-0.703,8.498,1.364,2.046,1.256,0.0,-92.0,0.0,-456.0
43783.0,-0.441,-0.661,4.683,1.364,2.046,1.449,10.0,-92.0,0.0,-456.0
